order_id,item_id,merchant_id
71b36c940,338,9b5a0
41978a980,356,9b5a0
3f6ea3984,338,9b5a0
2124bd0f9,112,9b5a0
811a83966,356,9b5a0
915eec950,236,9b5a0
b7a98488d,112,9b5a0
3ca5a0573,236,9b5a0
984353675,338,9b5a0
c74a5ce18,236,9b5a0
596135793,356,9b5a0
fd161e369,112,9b5a0
b2001d58f,236,9b5a0
66d613283,338,9b5a0
afa481033,112,9b5a0
c96ec52cd,356,9b5a0
4321b343a,356,9b5a0
fc8928e69,112,9b5a0
532633b31,356,9b5a0
bac8adef8,338,9b5a0
e14469eb0,236,9b5a0
5679d02da,338,9b5a0
4070eceef,356,9b5a0
ae1d21595,236,9b5a0
805a645e3,236,9b5a0
361808fc9,236,9b5a0
9e3d76f64,236,9b5a0
d06190271,338,9b5a0
6c262db95,236,9b5a0
d6d8ea777,112,9b5a0
acc0ae17e,356,9b5a0
fd9c106dd,356,9b5a0
5a218657d,338,9b5a0
5939af846,236,9b5a0
1a4537485,236,9b5a0
c1f7b4bdc,236,9b5a0
c69c61484,112,9b5a0
c71c3c085,112,9b5a0
c71c3c085,236,9b5a0
3e825e853,112,9b5a0
3805291f4,236,9b5a0
ca3021c61,338,9b5a0
6432408d8,236,9b5a0
388d5e80b,236,9b5a0
68ab5769e,112,9b5a0
c68f6391e,338,9b5a0
e45d062df,356,9b5a0
f4862cef8,236,9b5a0
e05eabb8d,338,9b5a0
3c6a5f944,338,9b5a0
5ddeba052,236,9b5a0
dbc8281b6,338,9b5a0
72b68696a,338,9b5a0
139f028ef,356,9b5a0
bf497bebc,356,9b5a0
555219105,236,9b5a0
af53fcc1a,112,9b5a0
d5b5e0992,338,9b5a0
3fb6e9969,338,9b5a0
c127a44c3,356,9b5a0
968117cd6,112,9b5a0
91778ab0e,338,9b5a0
bddb90461,338,9b5a0
64deb6edc,112,9b5a0
f09682d62,236,9b5a0
6e849b22f,338,9b5a0
97417431a,356,9b5a0
25dd8b678,112,9b5a0
0cbca1a38,356,9b5a0
5d74cfe56,356,9b5a0
05fc1b394,338,9b5a0
1719bc0f1,112,9b5a0
090cec387,338,9b5a0
109e534bb,356,9b5a0
f3b859530,338,9b5a0
f3b859530,356,9b5a0
bbdfb70de,112,9b5a0
1fec43564,338,9b5a0
ec23e2fd4,356,9b5a0
390151177,356,9b5a0
caff05795,236,9b5a0
1ac42302d,236,9b5a0
1a4462a31,236,9b5a0
b73e31868,236,9b5a0
c80092f7c,236,9b5a0
4f203e404,356,9b5a0
2d00a4624,112,9b5a0
35885f9d1,236,9b5a0
187f8c994,236,9b5a0
7dbd2ae94,236,9b5a0
023a5a442,236,9b5a0
7f97d6dc6,112,9b5a0
a0bf3300d,236,9b5a0
faaedd783,236,9b5a0
014c15f35,356,9b5a0
76c1f2710,356,9b5a0
6b845f962,236,9b5a0
456408d2f,236,9b5a0
d7de6420f,338,9b5a0
61adbf623,338,9b5a0
19877cc04,338,9b5a0
bb4276696,236,9b5a0
5c754ef32,236,9b5a0
c99b1f182,338,9b5a0
9c58e0493,356,9b5a0
9cc377775,236,9b5a0
f2156d55c,236,9b5a0
6932b986a,356,9b5a0
9b74a4fad,236,9b5a0
3f775fa7d,338,9b5a0
5932954fc,338,9b5a0
279e429e8,112,9b5a0
fa7a4219c,338,9b5a0
1a0735dcb,338,9b5a0
9f430a3f3,356,9b5a0
c09049763,112,9b5a0
3f8516435,112,9b5a0
65ff6f083,356,9b5a0
abc20eb57,236,9b5a0
5d58387fc,338,9b5a0
4fb554e06,338,9b5a0
f6fa041af,356,9b5a0
20fa4e8e4,112,9b5a0
d7ba781d7,236,9b5a0
85a47f109,236,9b5a0
ee2fc6e59,338,9b5a0
5c871becb,356,9b5a0
06d8cb7c9,236,9b5a0
08b7b4708,356,9b5a0
f74dc07c4,236,9b5a0
ed1fd6bec,356,9b5a0
45494e8b4,236,9b5a0
bcdf096a0,236,9b5a0
e0357cd23,356,9b5a0
e1577be37,236,9b5a0
e8c6d6c7f,338,9b5a0
f97627e41,356,9b5a0
9a7e8d16c,338,9b5a0
875545c39,236,9b5a0
5cb4bff4e,338,9b5a0
0ec8ebd21,338,9b5a0
d7459e735,236,9b5a0
406d4565a,236,9b5a0
7fc5dc446,236,9b5a0
76abde11e,338,9b5a0
e5caa15bf,236,9b5a0
5a3ce92e5,236,9b5a0
1ab31c7dd,236,9b5a0
f20ce764f,112,9b5a0
93a2872a4,236,9b5a0
8761821d4,356,9b5a0
f53b507d1,338,9b5a0
e8e3179ca,236,9b5a0
35091bc2a,338,9b5a0
87dda028e,356,9b5a0
a0c7af452,236,9b5a0
514ddc8fc,236,9b5a0
412e514d7,236,9b5a0
412e514d7,112,9b5a0
82f478163,338,9b5a0
801566691,356,9b5a0
b2606c6aa,236,9b5a0
48afde526,236,9b5a0
65a0e78b5,338,9b5a0
4d2083e83,338,9b5a0
cda2a5d58,356,9b5a0
fffafb89e,236,9b5a0
b1badc03e,236,9b5a0
21944055f,236,9b5a0
3c37c32c9,112,9b5a0
42a134c62,356,9b5a0
1842c483c,356,9b5a0
72f07819b,356,9b5a0
2f3ffc5de,356,9b5a0
d9ef69191,338,9b5a0
335d04a77,236,9b5a0
